iter	MultiClass
148	0.3571576767
149	0.3565468449
150	0.3555442138
151	0.3550625958
152	0.354200285
153	0.3535138849
154	0.352911272
155	0.352573127
156	0.3522073411
157	0.3517028918
158	0.3513497274
159	0.3508468446
160	0.3503787686
161	0.3496495089
162	0.3491966857
163	0.3483694282
164	0.3475907056
165	0.3465531455
166	0.3455039974
167	0.3449611647
168	0.3446168999
169	0.3435891736
170	0.342808
171	0.3421892494
172	0.3417617868
173	0.3410569144
174	0.340471788
175	0.3399538771
176	0.3392982947
177	0.3386271513
178	0.3379942662
179	0.3375286767
180	0.3368217917
181	0.3364775228
182	0.3360472188
183	0.3354612438
184	0.3348748261
185	0.3341727829
186	0.3338420952
187	0.3333493578
188	0.3328395103
189188	0.33752284190	0.3317603045
191190	0.33644872192191	0.33606564193192	0.33536644194193	0.3349736195	194	0.3344555196195	0.3339808611
196	0.3334040054
197	0.3330207028
198	0.3325336192
199	0.3320535188
200	0.3311071339
201	0.3307231274
202	0.3304633532
203	0.3299211186
204	0.3295650768
205	0.3290941762
206	0.3284047937
207	0.3279313784
208	0.3274531733
209	0.3270571658
210	0.3265084449
211	0.3262757189
212	0.3258562517
213	0.3253179724
214	0.32492615
215	0.3244578977
216	0.3241066034
217	0.3237536213
218	0.3234066063
219	0.3229678634
220	0.3224963595
221	0.3219797734
222	0.3217068588
223	0.3212843297
224	0.3210118094
225	0.320575962
226	0.3202369849
227	0.3200053511
228	0.3196733922
229	0.3193317013
230	0.3188227039
231	0.3183826257
232	0.3180484148
233	0.3176730126
234	0.3172546127
235	0.316846804
236	0.3165517852
237	0.3159963803
238	0.3156371077
239	0.31542484241240	0.3149222098
241	0.3144924022
242	0.3140371512
243	0.3137215088
244	0.3133716556
245	0.3127589015
246	0.3123494998
247	0.3119802935
248	0.3115345085
249	0.3109983825
250	0.3106746702
251	0.3103423497
252	0.3099820985
253	0.3095664131
254	0.309138133
255	0.3086310301
256	0.3081684338
257	0.3076400931
258	0.3071378506
259	0.30683004
260	0.306463418
261	0.3061927937
262	0.3057677624
263	0.3055916693
264	0.3051420556
265	0.3047631565
266	0.3044433885
267	0.3042088236
268	0.3038026838
269	0.3033339725
270	0.3029884657
271	0.3026445402
272	0.3024305503
273	0.3020474074
274	0.3017905291
275	0.3014024424
276	0.3010518164
277	0.300742822
278	0.3003663716
279	0.3000010985
280	0.2995698187
281	0.2993015908
282	0.2990070595
283	0.2987695827
284	0.2984582189
285	0.2981158142
286	0.2977577709
287	0.2976075041
288	0.2973201468
289	0.2971642496
290	0.2966602888
291	0.2962110771
292	0.2959075917
293	0.2956359381
294	0.2952616282
295	0.2949965634
296	0.2945880231
297	0.2942262399
298	0.2937618366
299	0.2934631478
300	0.293262478
301	0.2929704651
302	0.2927589677
303	0.29238375
304	0.2920514218
305	0.2916938628
306	0.2914847249
307	0.291241592
308	0.2909278192
309	0.2906570827
310	0.2903365642
311	0.2898232407
312	0.2895649146
313	0.2892589543
314	0.288940261
315	0.28870226
316	0.2883968443
317	0.2879578131
318	0.2877070094
319	0.2873053856
320	0.2870308335
321	0.2868871157
322	0.2866273719
323	0.2863086313
324	0.2859425855
325	0.285580637
326	0.2851685085
327	0.2849886801
328	0.2846456938
329	0.2843089659
330	0.2839996574
331	0.2837402632
332	0.2835875585
333	0.2833582265
334	0.2831449563
335	0.2829856027
336	0.2826135952
337	0.2822670134
338	0.2819874343
339	0.2816380651
340	0.2812615501
341	0.2809172341
342	0.2806675962
343	0.280396818
344	0.2801125304
345	0.2797257191
346	0.2796059304
347	0.2791357706
348	0.2788686936
349	0.2787337965
350	0.2782701665
351	0.2779962177
352	0.277804016
353	0.2776205159
354	0.2774112634
355	0.2771143739
356	0.276935092
357	0.2766975706
358	0.2764224725
359	0.276223951
360	0.275904028
361	0.2757185941
362	0.2754441259
363	0.2750912219
364	0.2748674278
365	0.2746188213
366	0.2744194357
367	0.274205869
368	0.2741140498
369	0.2739494559
370	0.2736267533
371	0.2734340461
372	0.2732233566
373	0.2730536568
374	0.2728754486
375	0.2726964351
376	0.2725464642
377	0.2721392517
378	0.2719373693
379	0.2716998629
380	0.2715519499
381	0.2714275519
382	0.271232742
383	0.2710355774
384	0.2708500588
385	0.2706439754
386	0.2702721345
387	0.2700748119
388	0.2698833837
389	0.2695067216
390	0.2693477886
391	0.2690657624
392	0.2688359795
393	0.2685894984
394	0.2683496895
395	0.2682062854
396	0.2679996552
397	0.2678354667
398	0.267640331
399	0.2674617531
400	0.2672160573
401	0.2670777527
402	0.2667584062
403	0.2665985477
404	0.2663531668
405	0.2661267468
406	0.2658314289
407	0.2656923406
408	0.2654178242
409	0.2652011483
410	0.2650896467
411	0.264902798
412	0.2647185425
413	0.2645553444
414	0.2642805454
415	0.2640977064
416	0.2638035604
417	0.2635843146
418	0.2632131496
419	0.2630770588
420	0.2628241992
421	0.2626034629
422	0.2623954419
423	0.2621757541
424	0.2619194736
425	0.2618027043
426	0.2616713419
427	0.2614931836
428	0.2612545259
429	0.2609903448
430	0.260825726
431	0.2606453374
432	0.2604199181
433	0.26017911143434	0.25995860443435	0.25981959643436	0.2596372654437	0.25941457984438	0.25925452684439	0.25896407584440	0.25882343874441	0.25864883274442	0.258542006
443	0.2582105284
444	0.2579934287
445	0.2575422201
446	0.2574188933
447	0.2573279441
448	0.2570324679
449	0.2568830578
450	0.2567978009
451	0.25666266
452	0.2565291741
453	0.2563654973
454	0.2562478493
455	0.2559904055
456	0.2558977207
457	0.25569484774458	0.25551863460459	0.25539940461460	0.25525408462461	0.25507112463462	0.25484700464463	0.25474572465464	0.25452622466465	0.2543883746466	0.25423001346467	0.25404372469468	0.2539034470	469	0.253753471	0.2483995103
472	0.2482876164
473	0.2482035299
474	0.2480099317
475	0.2478096082
476	0.2476525253
477	0.2475464372
478	0.247438342
479	0.2473313681
480	0.2471882215
481	0.2470075053
482	0.2467817255
483	0.2466549808
484	0.2465115308
485	0.2463357692
486	0.2461830574
487	0.2460477449
488	0.2459480859
489	0.2457799258
490	0.2456341604
491	0.2454931819
492	0.2452863845
493	0.2451575327
494	0.2449956994
495	0.2447843875
496	0.2446285179
497	0.2444005299
498	0.2442678706
499	0.2439899428
500	0.2438738451
501	0.243767861
502	0.2436121468
503	0.2433549536
504	0.243234274
505	0.243092667
506	0.2429408424
507	0.2428775641
508	0.2427551871
509	0.2426280325
510	0.2424919966
511	0.2423543635
512	0.2421977016
513	0.2420980663
514	0.2419991061
515	0.2418935859
516	0.2417896808
517	0.2416711612
518	0.2415487462
519	0.2414540733
520	0.2413071701
521	0.2411483307
522	0.2409989763
523	0.2407888892
524	0.2407012449
525	0.2405612988
526	0.2404118734
527	0.2403419281
528	0.2401503944
529	0.2400568283
530	0.2399384545
531	0.2398237634
532	0.2396018244
533	0.2393918111
534	0.2392265266
535	0.2391410819
536	0.2390529487
537	0.2388469526
538	0.2387902877
539	0.2386193022
540	0.2384670464
541	0.2383347787
542	0.2380442167
543	0.2378914547
544	0.2378033505
545	0.2376457523
546	0.2375709434
547	0.2374402633
548	0.2373531546
549	0.2372394827
550	0.2371396953
551	0.2370827832
552	0.2368189869
553	0.2366786852
554	0.2366245645
555	0.2364776226
556	0.2363601954
557	0.2362034527
558	0.2361410624
559	0.2359525508
560	0.2357560881
561	0.2356633656
562	0.2354464547
563	0.2353555324
564	0.2351799801
565	0.2350458608
566	0.234876272
567	0.234790882
568	0.2346591494
569	0.2344765141
570	0.2343592117
571	0.2341704204
572	0.2341209763
573	0.2340379552
574	0.2338032038
575	0.233696477
576	0.2335702982
577	0.2334746341
578	0.2334346164
579	0.2332725362
580	0.2331753304
581	0.2329860209
582	0.2328735965
583	0.2325514915
584	0.2324219028
585	0.2323419616
586	0.2322447701
587	0.2319533745
588	0.2318001856
589	0.2316251685
590	0.2314319313
591	0.2312607823
592	0.231204536
593	0.2310844706
594	0.2309521755
595	0.230852728
596	0.2307593632
597	0.2306779993
598	0.2305178674
599	0.2304253596
600	0.2302495259
601	0.230168952
602	0.2301012367
603	0.2300051924
604	0.2299001401
605	0.2297074485
606	0.229599935
607	0.2295111587
608	0.229421481
609	0.2292724568
610	0.2291703268
611	0.2290713476
612	0.2289395891
613	0.228795809
614	0.2287116348
615	0.2285777282
616	0.228435968
617	0.2282769134
618	0.2281338999
619	0.2281020828
620	0.2279798966
621	0.2278680153
622	0.2275734375
623	0.2274813859
624	0.2273345086
625	0.227263738
626	0.2271286488
627	0.2269893745
628	0.2268718129
629	0.2267733341
630	0.2266020391
631	0.2265064506
632	0.2263926549
633	0.226320381
634	0.2261493119
635	0.2261003243
636	0.225920178
637	0.225908149
638	0.2257783332
639	0.22569522
640	0.2256471724
641	0.2255662027
642	0.2254748757
643	0.2253531653
644	0.2252531981
645	0.2251692465
646	0.2250578192
647	0.2248429945
648	0.2247227805
649	0.2246604542
650	0.2245136713
651	0.2244184961
652	0.2243648276
653	0.2241516086
654	0.2240320501
655	0.2239032579
656	0.2236907169
657	0.223595522
658	0.2235529068
659	0.2234802178
660	0.2233437616
661	0.2233006252
662	0.2231569097
663	0.2230684977
664	0.222953691
665	0.2228799007
666	0.2227578038
667	0.2226912598
668	0.2224802841
669	0.222404747
670	0.2223212219
671	0.222199451
672	0.2221097994
673	0.2220479361
674	0.2219549558
675	0.2218390414
676	0.221806089
677	0.2216661716
678	0.2216215917
679	0.2215363456
680	0.2214689232
681	0.2214061718
682	0.2213297623
683	0.2212648418
684	0.2211047728
685	0.2210035732
686	0.2209406355
687	0.2208291297
688	0.220739895
689	0.2206845687
690	0.2205506515
691	0.2204500497
692	0.2202863782
693	0.2201895253
694	0.2201584071
695	0.2200217805
696	0.2199514183
697	0.2198270086
698	0.2196589143
699	0.2195788953
700	0.2195229863
701	0.2194334381
702	0.219383499
703	0.219158324
704	0.2190171348
705	0.218896433
706	0.2188183577
707	0.2187392166
708	0.2186325674
709	0.2185897476
710	0.2184717222
711	0.2184216738
712	0.2182962239
713	0.2182295079
714	0.2180801988
715	0.2180432933
716	0.2179877748
717	0.2179078697
718	0.2178694732
719	0.2177861759
720	0.2176724408
721	0.2175919381
722	0.2175125033
723	0.2174519378
724	0.2174156902
725	0.217382163
726	0.2172729957
727	0.2171857051
728	0.2171120121
729	0.2170072792
730	0.216955388
731	0.2168922254
732	0.2168403051
733	0.2166848385
734	0.2165910387
735	0.216549486
736	0.2164950178
737	0.216441736	0738	0.216361737	0739	0.216306738	0740	0.21625373741	0.21616526074742	0.21606315674743	0.216000415
744	0.2159516958
745	0.21585573074746	0.21575176174747	0.21570855974748	0.21565178774749	0.21559135974750	0.21551152374751	0.2154815447752	0.21543332477753	0.21538783997754	0.21528907557755	0.2152450117756	0.21508888097757	0.21498837787758	0.21488819567759	0.21484129937760	0.2147498377759	0.2168623342
760	0.2167514634
763	0.2144923123
762	0.2165693397
763	0.2164620655
764	0.2162949029
765	0.2162482427
766	0.2162053286
767	0.2160651931
768	0.2159755042
769	0.2158417658
770	0.2157254
771	0.2156155961
772	0.2154993917
773	0.2154007074
774	0.2153296877
775	0.2152675975
776	0.2151699078
777	0.2151123761
778	0.2150308169
779	0.2148327368
780	0.2147283925
781	0.214690322
782	0.2146536434
783	0.2145829782
784	0.214505127
785	0.2144217007
786	0.2143481307
787	0.2142692267
788	790	0.2122001789	791	0.212147790	0792	0.212096791	0793	0.212040792	0794	0.211997793	0795	0.21197794	0.796	0.21189795	0797	0.211838796	0798	0.211785797	0799	0.211700798	0800	0.211593799	0801	0.211524800	0802	0.211458801803	0.21140023802804	0.2113314803	805	0.211285804	0806	0.211225805	0807	0.211090806	0808	0.211040807	0809	0.21095808	0.810	0.21087809	0.811	0.21080810	0.812	0.2107811	0.2813	0.2106812	0.2814	0.2105813	0.2815	0.2104814	0.2816	0.2103815	0.817	0.21028816	0.818	0.21021817	0.819	0.21015818	0.820	0.21009819	0.821	0.21002820	0.822	0.20996821	0.823	0.20986822	0824	0.209840823	0825	0.209759824	0826	0.209707825	0827	0.209564826	0828	0.209506827	0829	0.209449828	0830	0.209389829	0831	0.209339830	0832	0.209239831	0833	0.209192832	0834	0.209144833	835	0.2090834608
836	0.2090159835	837	0.2089733836	838	0.2089332837	839	0.208893614
840	0.2087243883841	0.20859983284842	0.20852041384843	0.2084265347
844	0.20832336584845	0.2082755988846	0.20822084168847	0.2081305833
848	0.2080713171
849	0.207987256
850	0.207958825
851	0.2078351201
852	0.2077968285
853	0.207687121
854	0.2075819038
855	0.2075282909
856	0.2075029291
857	0.2074503856
858	0.2073714973
859	0.2072728682
860	0.2072426739
861	0.2071773921
862	0.2071327237
863	0.2070514948
864	0.206968984
865	0.2069017998
866	0.2068344523
867	0.2068001481
868	0.2067205729
869	0.2066922471
870	0.2066205522
871	0.2065476219
872	0.2064942165
873	0.2064459564
874	0.2063896341
875	0.2062757642
876	0.2062392226
877	0.2061955167
878	0.2061602519
879	0.206100643
880	0.2060172346
881	0.2059645477
882	0.205912977
883	0.2058385069
884	0.2057218867
885	0.205662861
886	0.2056172028
887	0.2055835033
888	0.2055349159
889	0.2054384599
890	0.2053997919
891	0.2053250813
892	0.2052411692
893	0.2051523826
894	0.2051119769
895	0.2050244614
896	0.2049221912
897	0.2048356555
898	0.2047291386
899	0.2046849078
900	0.20459593
901	0.2045549033
902	0.2044760771
903	0.2044276179
904	0.2043461651
905	0.2043217957
906	0.2042922651
907	0.2042238387
908	0.2041674418
909	0.2041054231
910	0.2040568356
911	0.204003629
912	0.2039831391
913	0.2039242588
914	0.203867706
915	0.2037841735
916	0.2037407828
917	0.2036326777
918	0.2035390031
919	0.203453611
920	0.2033804162
921	0.2033242173
922	0.2032462149
923	0.2031179439
924	0.203070908
925	0.2030193374
926	0.2029666774
927	0.20292752
928	0.2028696738
929	0.2027812727
930	0.2026969201
931	0.2026578948
932	0.2025249613
933	0.2024595442
934	0.2024080983
935	0.2023784994
936	0.2023160017
937	0.202287507
938	0.2022596136
939	0.2021388507
940	0.2020499343
941	0.2019971454
942	0.2018980539
943	0.2018344931
944	0.2017881957
945	0.2017264766
946	0.2016806509
947	0.2016004095
948	0.2015813093
949	0.2015030575
950	0.2014767561
951	0.2013588021
952	0.2013091995
953	0.2012161039
954	0.2011716683
955	0.2011389718
956	0.2010629397
957	0.2010061602
958	0.2009303175
959	0.2008933498
960	0.200860931
961	0.2007918428
962	0.2007512032
963	0.2006692195
964	0.2006424758
965	0.2005960471
966	0.2005382635
967	0.2004799436
968	0.200365941
969	0.2003206596
970	0.2001929205
971	0.2001422042
972	0.2000840947
973	0.2000641987
974	0.2000182025
975	0.199978936
976	0.1999357833
977	0.1999004587
978	0.1998443022
979	0.1998107743
980	0.1997365682
981	0.1996530588
982	0.1995387722
983	0.1994908051
984	0.1994563085
985	0.1993195642
986	0.1991843164
987	0.199073062
988	0.1990016941
989	0.1989722178
990	0.1989576947
991	0.198890787
992	0.1988644133
993	0.1988298983
994	0.1987465987
995	0.1986774437
996	0.1986336902
997	0.1986120215
998	0.1985756637
999	0.1984827432
539836
998	0.1986023454
999	0.1985284216
