iter	RMSE
317	0.2433369397
318	0.2430185946
319	0.2427537141
320	0.2424802899
321	0.2422925673
322	0.2421720736
323	0.2419973214
324	0.2418186577
325	0.2417318781
326	0.2416442228
327	0.241439885
328	0.2413385981
329	0.2411835899
330	0.2410830754
331	0.2409222921
332	0.2408295936
333	0.2406716262
334	0.2403440192
335	0.2401616181
336	0.2400490004
337	0.2397902773
338	0.239631257
339	0.2393688927
340	0.2392335204
341	0.2390914405
342	0.2389722056
343	0.2387921143
344	0.2386775544
345	0.2384825077
346	0.2383203661
347	0.2381752484
348	0.2380457237
349	0.2378156956
350	0.2377462985
351	0.2376490723
352	0.2375430717
353	0.2374182982
354	0.2373456428
355	0.2370201815
356	0.2368566753
357	0.2367603371
358	0.2366682183
359	0.2365056889
360	0.236500712
361	0.2364558648
362	0.2363352688
363	0.236104881
364	0.2357809991
365	0.235631767
366	0.2354995957
367	0.2353662161
368	0.2353614724
369	0.2352331497
370	0.2350336316
371	0.234845572
372	0.2345913364
373	0.2344590352
374	0.2343945438
375	0.234273798
376	0.2341968044
377	0.2340947791
378	0.2339659057
379	0.233845356
380	0.2337793952
381	0.2336325275
382	0.233531759
383	0.2332624037
384	0.2331048032
385	0.2331009735
386	0.232947744
387	0.2328170988
388	0.2326916302
389	0.2325454543
390	0.2324012855
391	0.232290658
392	0.2321712222
393	0.2320228989
394	0.2319511489
395	0.2317783379
396	0.2314775444
397	0.2312747351
398	0.2311535693
399	0.2310974036
400	0.2309209061
401	0.230769853
402	0.230544512
403	0.2303939416
404	0.2302790252
405	0.230152912
406	0.2300085875
407	0.229846577
408	0.2296752639
409	0.2294762887
410	0.2293461058
411	0.2292355324
412	0.2290953114
413	0.229015437
414	0.2289147955
415	0.2288888798
416	0.2288151586
417	0.2286630425
418	0.2285197933
419	0.2283854223
420	0.2282296337
421	0.2280589434
422	0.2279275321
423	0.2278578804
424	0.2277662672
425	0.2276039398
426	0.2274755858
427	0.2273863719
428	0.2272785659
429	0.2270637759
430	0.2269649476
431	0.2269078603
432	0.2268449972
433	0.2267946149
434	0.2267046173
435	0.2266073323
436	0.2264810251
437	0.2263981879
438	0.2262374319
439	0.2261104154
440	0.2259867402
441	0.2258688888
442	0.2258495922
443	0.2256697055
444	0.2256054664
445	0.225569743
446	0.2254805798
447	0.2252690866
448	0.2251555537
449	0.2249031946
450	0.2247306547
451	0.2246016011
452	0.2244598495
453	0.2243518193
454	0.2242639621
455	0.2242140472
456	0.2241225892
457	0.2240623497
458	0.2239587044
459	0.2237713929
460	0.2235194727
461	0.2233823738
462	0.2232708241
463	0.2232371773
464	0.2230758527
465	0.2229461083
466	0.222772025
467	0.2226744155
468	0.2225519217
469	0.2224310968
470	0.2223221099
471	0.2221721148
472	0.2220752942
473	0.2219541356
474	0.2218441458
475	0.2217286705
476	0.2215868442
477	0.2213622626
478	0.2212349364
479	0.2210828325
480	0.2209749488
481	0.2208883787
482	0.2207876842
483	0.2206962795
484	0.2206030899
485	0.2205002205
486	0.2204107464
487	0.2203929898
488	0.2202038032
489	0.2200685256
490	0.2199408989
491	0.2198311499
492	0.2197257356
493	0.2196478176
494	0.2195625349
495	0.2194764495
496	0.2194597178
497	0.2193703959
498	0.2192656189
499	0.2191652306
500	0.2191108654
501	0.2190111794
502	0.2189607612
503	0.218863061
504	0.218758438
505	0.2186852896
506	0.2184785878
507	0.2184531477
508	0.2183681893
509	0.2182457603
510	0.2181033024
511	0.2180747584
512	0.2180073313
513	0.217838139
514	0.2178174303
515	0.2177424688
516	0.2176556287
517	0.2174526178
518	0.2173403851
519	0.2172303895
520	0.2170394607
521	0.2169771713
522	0.2168948352
523	0.2168105117
524	0.2167549818
525	0.2166907627
526	0.2166720842
527	0.2165961166
528	0.2165081146
529	0.2163610314
530	0.2163157262
531	0.2162214309
532	0.2160963472
533	0.2159825624
534	0.2158782017
535	0.2157440988
536	0.2157095283
537	0.2156415861
538	0.2155416526
539	0.2155244724
540	0.2154143115
541	0.2153567036
542	0.2152713698
543	0.2151847302
544	0.215072222
545	0.2149099101
546	0.2147622618
547	0.214725673
548	0.2145828773
549	0.2144835719
550	0.2144679518
551	0.2143995992
552	0.2143158301
553	0.2142551978
554	0.2141628066
555	0.2140749231
556	0.2140118646
557	0.2138979981
558	0.2137806975
559	0.2136742571
560	0.2135213759
561	0.2134973421
562	0.2134161059
563	0.2133057584
564	0.2132005019
565	0.2131278243
566	0.2130764094
567	0.2129855115
568	0.2128560652
569	0.2127576979
570	0.2126794737
571	0.2126057035
572	0.2124930006
573	0.2124474669
574	0.2123733762
575	0.2122741477
576	0.2122073354
577	0.2121400821
578	0.2120541677
579	0.211944964
580	0.2118862172
581	0.2117839714
582	0.2116608879
583	0.2116453076
584	0.2115368181
585	0.2114600472
586	0.2113773104
587	0.2112372124
588	0.211130983
589	0.2110493237
590	0.2109788619
591	0.2109092625
592	0.2107613987
593	0.2106160179
594	0.2105551875
595	0.210406693
596	0.2103414938
597	0.2103278993
598	0.2102513754
599	0.2101642854
600	0.210095131
601	0.2099540253
602	0.2098628648
603	0.2097367164
604	0.2097015815
605	0.2096107233
606	0.2095373688
607	0.2094307581
608	0.2093479818
609	0.2092828916
610	0.209195495
611	0.2091193821
612	0.2089787164
613	0.2088781885
614	0.208774213
615	0.2087154117
616	0.2086606641
617	0.2086362683
618	0.2085840478
619	0.2084988018
620	0.2083922331
621	0.2082992085
622	0.2082784001
623	0.2081732286
624	0.2080519652
625	0.2079799306
626	0.2079139489
627	0.2078095807
628	0.2077510922
629	0.207636975
630	0.2075117259
631	0.2074895333
632	0.2073240118
633	0.2071735342
634	0.2070717485
635	0.2069961449
636	0.2069508628
637	0.2068277014
638	0.2067576034
639	0.2067243534
640	0.2066604591
641	0.2065740345
642	0.2064235561
643	0.2063333652
644	0.2062450926
645	0.2061197529
646	0.2059882695
647	0.205903546
648	0.2058222416
649	0.2057089561
650	0.2056817905
651	0.2055747844
652	0.2054842968
653	0.2054181849
654	0.2053361293
655	0.2052835667
656	0.2051192612
657	0.2050303623
658	0.2049411081
659	0.2048975641
660	0.2047953336
661	0.2046897334
662	0.2046179232
663	0.2045537693
664	0.2045004219
665	0.204476273
666	0.2044251034
667	0.2043578486
668	0.2042871443
669	0.2042001155
670	0.2041389153
671	0.2040930861
672	0.2040015415
673	0.2039607821
674	0.2039422053
675	0.2038819839
676	0.2038102013
677	0.2037394951
678	0.2036814667
679	0.2036674674
680	0.2034642131
681	0.2033673428
682	0.2033227062
683	0.2032306961
684	0.2031342811
685	0.2030823127
686	0.2030113983
687	0.2029555616
688	0.2029116399
689	0.2028512039
690	0.2027944673
691	0.2027357633
692	0.2026429186
693	0.2025881392
694	0.2025327127
695	0.2024234796
696	0.2023646815
697	0.2022909207
698	0.202243986
699	0.2021308301
700	0.2021211754
701	0.2020713236
702	0.2020341073
703	0.2019456259
704	0.2018530106
705	0.2018004481
706	0.2017254233
707	0.2016759026
708	0.2015735142
709	0.2015678992
710	0.2014442344
711	0.2014332515
712	0.2013516374
713	0.2013165211
714	0.2012692806
715	0.2011633333
716	0.2011003365
717	0.2010266812
718	0.2009687495
719	0.2009221531
720	0.2008312113
721	0.2007782572
722	0.2007056628
723	0.200687658
724	0.200639094
725	0.2005746868
726	0.2005193335
727	0.2004865769
728	0.2004240675
729	0.2002889021
730	0.2002714539
731	0.2002513257
732	0.2001961547
733	0.2001844116
734	0.2001083256
735	0.1999853469
736	0.1999534853
737	0.1998976662
738	0.1998784431
739	0.1998098122
740	0.1997094978
741	0.1996475001
742	0.199569395
743	0.1995144508
744	0.1994652405
745	0.1993979337
746	0.1993162025
747	0.1992043157
748	0.1991846446
749	0.1990718061
750	0.1989616844
751	0.1989157603
752	0.198852636
753	0.1988078413
754	0.1987292526
755	0.1986800653
756	0.1986268795
757	0.1985778259
758	0.1985187267
759	0.1984340354
760	0.1983752055
761	0.1983366733
762	0.1983006434
763	0.1982580798
764	0.1981830633
765	0.1981030001
766	0.1980362542
767	0.1979138112
768	0.1978715526
769	0.1978048845
770	0.1977025622
771	0.1976575417
772	0.1975845374
773	0.1975367645
774	0.197490896
775	0.1974574203
776	0.197384612
777	0.1973791237
778	0.1972492457
779	0.1971385616
780	0.1970922231
781	0.1970460726
782	0.1970028784
783	0.1969630463
784	0.1969579042
785	0.196873073
786	0.1967957921
787	0.1967302072
788	0.1966876756
789	0.1966297729
790	0.1965763822
791	0.1964436262
792	0.1963304554
793	0.1962872516
794	0.1962471656
795	0.1961862276
796	0.1961111121
797	0.1960486088
798	0.1959717969
799	0.1959171652
800	0.1958149057
801	0.1957789565
802	0.1957159318
803	0.1956273435
804	0.1955862281
805	0.1955185379
806	0.1954413514
807	0.1953591251
808	0.1952667642
809	0.195209141
810	0.195110859
811	0.1950261837
812	0.1949579993
813	0.1949048664
814	0.1948591197
815	0.194801096
816	0.1947287842
817	0.194682877
818	0.1946501347
819	0.1945736655
820	0.194525958
821	0.1944362976
822	0.1943162948
823	0.1942658356
824	0.1941625764
825	0.1940792168
826	0.194028109
827	0.1939866394
828	0.1939481955
829	0.1939459261
830	0.1939039649
831	0.1938637252
832	0.1938518234
833	0.1938148293
834	0.1937582094
835	0.1937014401
836	0.1936166354
837	0.1935839973
838	0.1934931739
839	0.1934217859
840	0.1933711436
841	0.1933153213
842	0.1932206398
843	0.1931707676
844	0.1931267445
845	0.1930387806
846	0.1929540586
847	0.1928947749
848	0.1928486643
849	0.1927868188
850	0.1927410452
851	0.19263853
852	0.192586806
853	0.1925047382
854	0.1924546555
855	0.1924163372
856	0.1923626792
857	0.1923175434
858	0.1922767087
859	0.1922206283
860	0.1921588761
861	0.1920748906
862	0.1920022114
863	0.1919628173
864	0.1918891218
865	0.1918397621
866	0.1917539087
867	0.1916885463
868	0.1916111233
869	0.1915716223
870	0.1915597398
871	0.1915204641
872	0.1914781642
873	0.1914415886
874	0.1913940854
875	0.1913622557
876	0.1912926773
877	0.191210917
878	0.1912009744
879	0.1911479527
880	0.1910640747
881	0.1910174725
882	0.1909830806
883	0.190958334
884	0.1908824214
885	0.1908298297
886	0.190811486
887	0.1907560528
888	0.1907011618
889	0.190661494
890	0.1906219403
891	0.1905512673
892	0.1904824004
893	0.1904484254
894	0.1903942439
895	0.1903476331
896	0.1903054918
897	0.1902787152
898	0.1902224683
899	0.1901774508
900	0.1901573972
901	0.1901241403
902	0.190054748
903	0.1900166864
904	0.1899634395
905	0.1899328096
906	0.1898992297
907	0.1898557212
908	0.1898509461
909	0.1898043012
910	0.1897346355
911	0.1896745077
912	0.1896379254
913	0.1895641503
914	0.1895255295
915	0.1894940866
916	0.1894513027
917	0.1893902429
918	0.1893459029
919	0.1892902732
920	0.1892147229
921	0.1891549566
922	0.1891049818
923	0.189040287
924	0.1889589125
925	0.1889577626
926	0.1888965728
927	0.1888531187
928	0.1887879113
929	0.1887211929
930	0.1885914262
931	0.1885483284
932	0.1885002507
933	0.1884267656
934	0.1883764353
935	0.1883414934
936	0.1882735345
937	0.1881628811
938	0.1880931021
939	0.1880062032
940	0.1879496539
941	0.1879227639
942	0.1878386743
943	0.187801762
944	0.1877322027
945	0.187668987
946	0.1876320645
947	0.1875344005
948	0.187487622
949	0.1874225137
950	0.1873619107
951	0.1872927838
952	0.1872391284
953	0.1871967951
954	0.1871435042
955	0.1870644781
956	0.1870506813
957	0.1869793285
958	0.1869363724
959	0.1869347493
960	0.1868798419
961	0.1868555546
962	0.1867946329
963	0.1867673433
964	0.1866963644
965	0.1866804102
966	0.1866172403
967	0.186543426
968	0.1864810551
969	0.1864442563
970	0.1863859323
971	0.1863830143
972	0.186307643
973	0.1862381927
974	0.1861845609
975	0.1861231767
976	0.1860694513
977	0.1860029368
978	0.1859161951
979	0.1858899285
980	0.1858642166
981	0.1858037159
982	0.1857749266
983	0.1856838652
984	0.18562408
985	0.185559407
986	0.1855295095
987	0.1854820414
988	0.1854203909
989	0.185370556
990	0.1852942185
991	0.1852623931
992	0.1851907915
993	0.1851407551
994	0.1850992144
995	0.1850286871
996	0.1849500375
997	0.1848963588
998	0.1848263214
999	0.1847701487
