iter	Passed	Remaining
950	2387	123
951	2390	120
952	2393	118
953	2395	115
954	2398	113
955	2401	110
956	2403	107
957	2407	105
958	2409	103
959	2412	100
960	2415	98
961	2417	95
962	2420	93
963	2422	90
964	2426	88
965	2428	85
966	2431	82
967	2434	80
968	2437	77
969	2440	75
970	2442	72
971	2445	70
972	2448	67
973	2452	65
974	2454	62
975	2458	60
976	2461	57
977	2464	55
978	2466	52
979	2469	50
980	2472	47
981	2474	45
982	2478	42
983	2480	40
984	2483	37
985	2486	35
986	2488	32
987	2490	30
988	2493	27
989	2495	25
990	2498	22
991	2500	20
992	2503	17
993	2506	15
994	2508	12
995	2510	10
996	2513	7
997	2515	5
998	2518	2
999	2521	0
