iter	RMSE
530	188986.3635
531	188857.2603
532	188800.0156
533	188751.3091
534	188647.3434
535	188547.8396
536	188429.2809
537	188356.4404
538	188238.1438
539	188125.1491
540	188043.7429
541	187963.1204
542	187840.3044
543	187777.0042
544	187684.2282
545	187608.977
546	187514.2011
547	187364.0798
548	187285.1386
549	187179.2617
550	187091.0104
551	187012.7977
552	186881.1757
553	186811.4073
554	186751.2235
555	186653.8088
556	186554.9462
557	186503.8796
558	186444.6277
559	186362.6062
560	186237.6196
561	186124.9744
562	186078.1497
563	186021.105
564	185880.7136
565	185788.0329
566	185700.8516
567	185644.9586
568	185582.2269
569	185515.9088
570	185453.3275
571	185336.4631
572	185248.342
573	185159.6363
574	185088.1467
575	184994.6825
576	184869.5787
577	184777.089
578	184649.7183
579	184533.4085
580	184418.6266
581	184312.5948
582	184175.6152
583	184088.1665
584	183997.5343
585	183933.0081
586	183855.8244
587	183741.0725
588	183637.2885
589	183534.4937
590	183459.8828
591	183405.201
592	183340.6745
593	183227.2129
594	183138.5613
595	183076.9199
596	183010.0503
597	182938.9835
598	182819.2184
599	182727.6507
600	182669.0326
601	182596.6967
602	182517.7598
603	182432.9581
604	182353.2769
605	182249.3231
606	182152.6163
607	182092.584
608	181949.3348
609	181838.7239
610	181766.0814
611	181675.1606
612	181607.4474
613	181534.3928
614	181434.0671
615	181399.4089
616	181306.627
617	181240.5861
618	181173.3936
619	181086.8945
620	181015.398
621	180944.7665
622	180845.3666
623	180748.2251
624	180660.8862
625	180589.5751
626	180552.4607
627	180517.7802
628	180422.7118
629	180357.8614
630	180301.3908
631	180255.2212
632	180193.4569
633	180106.76
634	179989.9195
635	179927.0777
636	179826.7901
637	179778.376
638	179737.7842
639	179621.4738
640	179567.8121
641	179506.779
642	179399.6765
643	179321.6362
644	179221.9231
645	179128.571
646	179004.9295
647	178963.9952
648	178925.8723
649	178848.2236
650	178790.8257
651	178676.8398
652	178624.7637
653	178554.0379
654	178446.1701
655	178360.3815
656	178291.0841
657	178210.7802
658	178135.6319
659	178085.7431
660	178034.6302
661	177962.7728
662	177908.6984
663	177813.0545
664	177727.7335
665	177642.982
666	177577.897
667	177506.7826
668	177457.9731
669	177399.0156
670	177314.9442
671	177234.622
672	177193.9359
673	177137.7768
674	177069.8204
675	177011.5721
676	176916.3322
677	176883.2295
678	176853.1476
679	176779.7512
680	176712.9138
681	176681.2922
682	176615.4223
683	176549.2695
684	176481.7898
685	176416.4335
686	176377.2528
687	176306.9293
688	176239.899
689	176196.6463
690	176113.3126
691	176040.419
692	175966.3914
693	175898.9836
694	175820.096
695	175733.3525
696	175629.721
697	175581.2554
698	175517.9734
699	175448.6708
700	175360.5858
701	175315.4624
702	175259.5002
703	175196.8328
704	175148.5002
705	175106.3184
706	175033.428
707	174960.3768
708	174885.5324
709	174821.7268
710	174769.1095
711	174717.9039
712	174648.3773
713	174594.0845
714	174511.6301
715	174476.8663
716	174412.2587
717	174358.0301
718	174284.7583
719	174210.8648
720	174155.4342
721	174104.488
722	174051.1626
723	173989.53
724	173915.9259
725	173862.0331
726	173769.0954
727	173698.1578
728	173670.0873
729	173631.5092
730	173558.3492
731	173492.6791
732	173443.2278
733	173396.2
734	173359.3353
735	173307.5481
736	173230.2109
737	173172.5506
738	173104.5931
739	172978.326
740	172926.827
741	172866.6999
742	172813.906
743	172752.6228
744	172663.3816
745	172613.8182
746	172574.7197
747	172518.975
748	172474.3832
749	172413.9092
750	172355.9901
751	172285.7316
752	172232.3025
753	172214.0867
754	172169.9461
755	172100.8252
756	172031.2599
757	171942.3213
758	171861.618
759	171778.7178
760	171711.0158
761	171642.5105
762	171597.3472
763	171562.6417
764	171485.6392
765	171447.9642
766	171380.3923
767	171336.628
768	171278.4883
769	171195.424
770	171110.3196
771	171058.3882
772	170990.2829
773	170941.3118
774	170881.0472
775	170848.5285
776	170832.4339
777	170790.5073
778	170723.5525
779	170678.8769
780	170615.88
781	170533.6298
782	170436.7932
783	170401.7617
784	170348.1178
785	170287.7183
786	170241.9036
787	170183.5072
788	170138.3621
789	170081.5249
790	170021.0053
791	169932.5146
792	169872.8129
793	169847.7161
794	169817.3461
795	169754.1179
796	169713.0599
797	169655.23
798	169584.7801
799	169498.7407
800	169423.2799
801	169360.5131
802	169320.9117
803	169241.9433
804	169203.889
805	169154.0772
806	169073.1936
807	169001.0588
808	168932.6284
809	168886.7383
810	168786.2066
811	168722.6891
812	168680.3487
813	168608.5034
814	168518.9686
815	168450.9253
816	168350.3969
817	168311.061
818	168240.1717
819	168203.1129
820	168179.3596
821	168106.1569
822	168044.8656
823	167992.0575
824	167947.3824
825	167898.6369
826	167837.0651
827	167793.6306
828	167762.3425
829	167709.977
830	167629.9147
831	167565.8519
832	167487.0143
833	167445.0118
834	167380.7468
835	167326.4907
836	167262.3536
837	167174.8791
838	167103.5277
839	167051.377
840	167007.8909
841	166969.5198
842	166873.1356
843	166782.4068
844	166694.8206
845	166657.5296
846	166592.5964
847	166538.2737
848	166481.8801
849	166442.7585
850	166376.8269
851	166302.8437
852	166224.8286
853	166161.8736
854	166088.7689
855	166056.8578
856	166000.7484
857	165961.3268
858	165904.1225
859	165851.4199
860	165816.1468
861	165747.9202
862	165726.0918
863	165662.2047
864	165597.734
865	165534.7991
866	165458.3567
867	165396.9638
868	165313.2228
869	165234.0098
870	165136.5543
871	165057.2846
872	165024.1094
873	164979.6991
874	164935.3278
875	164872.4113
876	164822.574
877	164756.5426
878	164688.9419
879	164626.9437
880	164560.2479
881	164497.4064
882	164426.0287
883	164354.008
884	164326.2695
885	164274.4388
886	164227.8972
887	164176.3174
888	164095.033
889	164050.7958
890	164018.6827
891	163942.2997
892	163892.0656
893	163814.8275
894	163748.5327
895	163692.3583
896	163631.6841
897	163579.3833
898	163506.1924
899	163464.6932
900	163403.6257
901	163336.9784
902	163280.5707
903	163209.7059
904	163139.3316
905	163088.8773
906	163035.086
907	162972.7877
908	162933.6702
909	162882.3537
910	162851.2025
911	162802.2886
912	162747.9364
913	162701.624
914	162673.3128
915	162640.0502
916	162607.6452
917	162549.7458
918	162468.8209
919	162409.7982
920	162343.428
921	162297.81
922	162251.9484
923	162205.6105
924	162161.7182
925	162087.2466
926	162042.1782
927	161986.2287
928	161921.0668
929	161853.7217
930	161768.1378
931	161722.364
932	161666.2783
933	161628.5531
934	161578.3316
935	161546.4471
936	161479.7753
937	161424.3476
938	161362.0986
939	161316.6482
940	161289.8091
941	161253.4868
942	161230.474
943	161177.1309
944	161100.053
945	161032.8641
946	160982.2429
947	160957.266
948	160924.2792
949	160892.7828
950	160857.2583
951	160822.2181
952	160799.438
953	160758.0742
954	160700.1716
955	160651.5187
956	160615.1773
957	160539.8949
958	160491.1489
959	160458.3968
960	160420.6133
961	160382.2072
962	160332.7794
963	160281.8766
964	160224.0882
965	160179.4352
966	160114.2926
967	160068.4128
968	160025.7165
969	159979.1783
970	159963.7338
971	159943.4218
972	159888.8751
973	159841.5377
974	159787.022
975	159743.1224
976	159693.2571
977	159663.9741
978	159614.0472
979	159577.077
980	159543.4005
981	159510.2075
982	159485.1477
983	159435.1695
984	159407.29
985	159340.8255
986	159291.1408
987	159229.0591
988	159163.5623
989	159130.2689
990	159044.326
991	158997.5166
992	158943.1607
993	158872.2533
994	158809.9363
995	158729.8494
996	158647.1408
997	158614.4501
998	158570.4143
999	158484.1351
